text,manually_annotated_label
$BORR (+6.8% pre) Borr Drilling Limited is pleased to announce it has secured a binding Letter of Award (“LOA”) for the premium jack-up drilling rig “Mist” from Mubadala Petroleum in Thailand - 6k   https://t.co/dWdRtOMO7a,Stock Movement
$EVTL (+28.3% pre) Vertical Enters the Business Aviation Market With Aircraft Pre-Order From FLYINGGROUP - BW   https://t.co/LeSTDBS4x2,Stock Movement
$VG (+6.7% pre) U.S. Approves Ericsson’s $ERIC $6.2 Billion Vonage Acquisition - WSJ   https://t.co/qINnCokk21,Stock Movement
$SPCE (+1.4% pre) Virgin Galactic Strikes Deals to Expand Fleet - WSJ   https://t.co/BWYHkH4jTg,Stock Movement
$AMZN (+0.4% pre) Amazon Has Been Slashing Private-Label Selection Amid Weak Sales - WSJ   https://t.co/oVUUr5xTIW,Stock Movement
"$TSLA (-0.2% pre) Tesla added 32 Supercharger stations in China during the month of June, expects to add more in 26 cities in July - SA   https://t.co/duus6LyBJj",Stock Movement
$PINS (+12.4% pre) Pinterest shares soar after report that Elliott Management has acquired a 9% stake - CNBC   https://t.co/LDpQunUl4T,Stock Movement
$GOEV (+8.4% pre) U.S. ARMY SELECTED CANOO'S MULTI-PURPOSE PLATFORM FOR ANALYSIS &amp; DEMONSTRATION - SI   https://t.co/aYqVjpYhcs,Stock Movement
$VVOS (+11.3% pre) Vivos Therapeutics (VVOS) Announces Multiple Regulatory Clearances in Australia for Its Entire Line of Oral Appliances - SI   https://t.co/MWEwCaA6qY,Stock Movement
$STRN (+13.5% pre) Stran &amp; Company (STRN) Acquires Trend Brand Solutions - SI   https://t.co/WSfLLX3ddb,Stock Movement
"$TBPH (+14.8% pre) Theravance Biopharma, Innoviva Gain On Selling TRELEGY ELLIPTA Royalty Interests - BZ   https://t.co/YlcpB1Glru",Stock Movement
$MRNS (+6.3% pre) Marinus Pharma Shares Up After Deal for Rare Pediatric Disease Priority Review Voucher - MW   https://t.co/4U7wD7CW8a,Stock Movement
"$LTRN (+2.9% pre) Lantern Pharma (LTRN) Receives FDA Authorization to Initiate its Phase 2 Clinical Trial, Harmonic™, for LP-300 in Never Smokers with Non-Small Cell Lung Cancer - SI   https://t.co/pxm1j0LUTn",Stock Movement
$INVA (+0.3% pre) Innoviva (INVA) Sells 15% Stake in Theravance Respiratory Company to Royalty Pharma $RPRX for $282M Plus Up to $50M Payout - SI   https://t.co/gZVbEi1CFX,Stock Movement
$CFRX (-77.2% pre) ContraFect Stock Tanks 75% After Experts Recommend To Stop DISRUPT Trial - RTT   https://t.co/7Eh7jlWWjN,Stock Movement
$AMYT (+10.5% pre) Amryt stock rises 11% on FDA orphan drug status for Mycapssa for rare tumor condition - SA   https://t.co/rQFUJ3xWYD,Stock Movement
"$TWTR (+1.0% pre) Twitter Plans to Hold Elon Musk 'Fully Accountable', Lawsuit Seen as 'Very Strong' - SI   https://t.co/1vYiEgmuag",Stock Movement
$AMZN (-0.9% pre) Amazon Secretly Funds New Coalition Opposing Tech Regulation - BBG   https://t.co/devDIFXwDA,Stock Movement
$AMZN (-0.9% pre) Amazon offers concessions as it looks to settle with European Commission - SA   https://t.co/NkMxNsiR5j,Stock Movement
$KODK (+12.7% pre) Kodak Announces Investment in Company Developing EV “Super Cell” Battery - SI   https://t.co/zksu7Nhuiv,Stock Movement
"$DAL (-3.2% pre) Delta posts profit despite jump in costs, vows to improve reliability after airline ‘pushed too hard’ - CNBC   https://t.co/w50GDZ2PWK",Stock Movement
$PLRX (+2.7% pre) Pliant Therapeutics Inc. (PLRX) Prices Upsized 10.81M Share Offering at $18.50/sh - SI   https://t.co/TSDlpOoWbi,Stock Movement
$PETZ (+14.6% pre) TDH Holdings (PETZ) Won't Proceed with Offering - SI   https://t.co/WKj5zlaiVn,Stock Movement
$AGTC (-51.8% pre) Applied Genetic Technologies (AGTC) Prices 16.67M Share Offering at $0.60/sh - SI   https://t.co/uUxxkYIrHJ,Stock Movement
$GFAI (-31.8% pre) Guardforce AI (GFAI) Enters Warrant Transaction with $1.33M Gross Proceeds - SI   https://t.co/oaI8VxUPZj,Stock Movement
$HGEN (-67.9% pre) Humanigen plunges as trial for COVID-19 therapy fails - SA   https://t.co/ixY4rDXd5e,Stock Movement
$XRTX (+87.0% pre) XORTX jumps after early encouraging data for rare disease therapy - SA   https://t.co/tavRwDTc2V,Stock Movement
$TXMD (-41.5% pre) TherapeuticsMD (TXMD) Expects EW Healthcare Merger to Be Terminated After Unsuccessful Tender Offer - SI   https://t.co/IPTHNf3rn7,Stock Movement
$ATRA (-47.7% pre) Atara's stock plummets premarket following inconclusive phase 2 MS analysis - Fierce Bio   https://t.co/QHq7mM3FR8,Stock Movement
$CROX (+1.6% pre) Crocs secures long sought-after judgment of infringement against USA Dawgs and Double Diamond Distribution - SI   https://t.co/idZrMrakv3,Stock Movement
$VSCO (-0.0% pre) Victoria's Secret &amp; Co. (VSCO) Announces New Corporate Leadership Structure - SI   https://t.co/m775HNPexz,Stock Movement
$ARVL (+1.4% pre) British EV firm Arrival may cut up to 30% of workforce in restructuring - Reuters   https://t.co/XvfxHgmnpK,Stock Movement
"$PSNY (+3.2% pre) Polestar EV sales surge in first half, on track for full-year target - Reuters   https://t.co/7Qhv81F6mX",Stock Movement
$GOOGL (-0.1% pre) Read the memo Google’s CEO sent employees about a hiring slowdown - The Verge   https://t.co/8WxUtbfHdC,Stock Movement
$SAVE (+0.3% pre) Spirit Airlines delays vote on Frontier $ULCC deal again amid concerns about lack of shareholder support - CNBC   https://t.co/Iqh2amQdnc,Stock Movement
$TWTR (+1.6% pre) Twitter sues Elon Musk to enforce original merger agreement - CNBC   https://t.co/4eMymggXgU,Stock Movement
$IS (+65.0% pre) $U (-7.7% pre) Unity Announces Merger Agreement with ironSource - BW   https://t.co/EihS2a2Ww9,Stock Movement
$NVOS (+14.3% pre) Novo Integrated Sciences Announces Preliminary Revenue Range for Fiscal 2022 Third Quarter,Stock Movement
$INMD (+9.8% pre) InMode stock gains on guiding Q2 earnings above consensus; Raises FY2022 revenue outlook - SA   https://t.co/sclk56r0Lv,Stock Movement
$ANGO (+2.2% pre) AngioDynamics Reports Fiscal Year 2022 Fourth Quarter and Full-Year Financial Results; Issues Fiscal Year 2023 Guidance - GN   https://t.co/2HT6KGrKe6,Stock Movement
$PEP (+1.2% pre) PepsiCo raises revenue outlook after sales and profit top expectations - CNBC   https://t.co/ArkKy2afzp,Stock Movement
$PLRX (-5.0% pre) Pliant Therapeutics Inc. (PLRX) Announces $150M Common Stock Offering - SI   https://t.co/IOvOSjhZXU,Stock Movement
$MITO (-8.7% pre) STEALTH BIOTHERAPEUTICS ANNOUNCES RECEIPT OF NON-COMPLIANCE NOTICE FROM NASDAQ - SI   https://t.co/Tothf3c6GK,Stock Movement
$GLSI (+8.7% pre) Greenwich stock rises 14% as FDA lifts hold on phase 3 breast cancer trial   https://t.co/XVdVuNqvMP,Stock Movement
"$AKAN (+42.3% pre) Akanda to Supply Tetra Bio-Pharma with Pharmaceutical-Grade Cannabis for FDA Trials of QIXLEEF™, a Potential Multimillion Dollar Prescription Drug - SI   https://t.co/mBlrDrOYtV",Stock Movement
$ALDX (+6.9% pre) Aldeyra Therapeutics (ALDX) Achieves Primary Endpoints in Dry Eye Disease Chamber Crossover Clinical Trial - SI   https://t.co/HYKQzpcm8y,Stock Movement
"$XOS (+5.5% pre) Xos, Inc. Secures Purchase Order for 10 Stepvans from Zeem Solutions, Delivers First Vehicle to Los Angeles Depot - MarketScreener   https://t.co/QRs6Vr2tTh",Stock Movement
$GME (+0.7% pre) GameStop launches NFT platform amid broader company shakeup - Y Finance   https://t.co/z90oCAh5bS,Stock Movement
"$MTCH (-0.7% pre) Google $GOOGL countersues Match, accusing it of bad faith dealings, breach of contract: report - SA   https://t.co/KWUMGuSrsf",Stock Movement
"$JZXN (+6.2% pre) Jiuzi Holdings Inc. to Expand Franchise Business and Become Regional Sole Distributor of Aiways Auto in Guangxi, China - PRN   https://t.co/ECyS40Sphk",Stock Movement
$DG (+0.0% pre) Dollar General Corporation Announces CEO Transition Plan - BW   https://t.co/x6qN3SlKMe,Stock Movement
$GPS (-7.1% pre) Gap in crisis mode after CEO becomes latest exec to depart struggling retailer - Y Finance   https://t.co/2kVZrY67Te,Stock Movement
$RIDE (+3.5% pre) Lordstown Motors (RIDE) Announces Executive Appointments; names Edward Hightower as CEO   https://t.co/SIfpQN2pTc,Stock Movement
$PTON (+5.3% pre) Peloton to outsource all manufacturing as part of its turnaround efforts - CNBC   https://t.co/PKVGZdXt3X,Stock Movement
$GOEV (+75.1% pre) Walmart $WMT to electrify its delivery fleet with Canoo EVs - Reuters   https://t.co/8lXpN1NJo8,Stock Movement
Chinese Electric Car Giant’s Slump Fuels Speculation on Warren Buffett Adjusting Holdings - BBG   https://t.co/o3THKQS33b,Stock Movement
$MSFT (-0.2% pre) Microsoft Goes on Offensive in Europe to Combat Cloud Concerns - WSJ   https://t.co/K1fMLvQYmR,Stock Movement
"$PSTH (+0.4% pre) Bill Ackman to wind up SPAC, return $4 billion to investors - CNBC    https://t.co/vdMIZGjilQ",Stock Movement
"$UPST (-4.7% pre) Goldman Sachs Downgrades Upstart Holdings Inc (UPST) to Sell, $14 PT   https://t.co/oj1t9Mrldk",Stock Movement
"$META (-2.3% pre) It’s time to sell Meta until it figures out the metaverse, Needham says in downgrade - CNBC   https://t.co/xLfc4EuRZ6",Stock Movement
"Jefferies Downgrades Lululemon and Under Armour Shares, Prefers Nike $NKE  $LULU (-4% pre) $UAA (-2.2% pre)   https://t.co/EnYMAuKM99",Stock Movement
"$SAVE (-1.6% pre) Frontier Group $ULCC, In Letter To Spirit Says, Remain Very Far From Obtaining Approval From Spirit Stockholders Based On Proxy Data - Reuters - SI   https://t.co/LXac9i9ne4",Stock Movement
$TBLT (+52.5% pre) ToughBuilt Industries (TBLT) Reports Q2 Amazon $AMZN Sales of $3.56M - SI   https://t.co/LXac9i9ne4,Stock Movement
"$UBER (-2.2% pre) Uber broke laws, duped police and secretly lobbied governments, leak reveals - The Guardian   https://t.co/CjVTJTyvXl",Stock Movement
"$MULN (+18.8% pre) Mullen Automotive Signs Binding Agreement with DelPack Logistics, LLC, an Amazon Delivery Services Partner, for Class 1 &amp; 2 EV Cargo Vans - GN   https://t.co/BkI4DMJcUq",Stock Movement
$LJPC (+81.7% pre) Innoviva to Acquire La Jolla Pharmaceutical Company - BW   https://t.co/c70BAhnoIc,Stock Movement
$GBX (-3.4% pre) Greenbrier: Fiscal Q3 Earnings Snapshot - AP   https://t.co/b6Lj70xc1L,Stock Movement
$AZZ (+4.6% pre) AZZ Inc. Reports Results for First Quarter of Fiscal Year 2023; Generates EPS of $0.96 and Adjusted EPS of $1.40 - PRN   https://t.co/hJ8Q31q7Ez,Stock Movement
$OP (-4.2% pre) Form 424B3 OceanPal Inc.   https://t.co/R3O1qt1pJP,Stock Movement
$LLAP (-3.1% pre) Form S-1 Terran Orbital Corp   https://t.co/o77PeoRANH,Stock Movement
$TTOO (+6.7% pre) T2 Biosystems (TTOO) Granted FDA Breakthrough Device Designation for the T2Lyme Panel - SI   https://t.co/8alcQYFK71,Stock Movement
$PRGO (-1.1% pre) Perrigo unit submits approval application to FDA for OTC birth control pill - Reuters   https://t.co/zw5ENsUj3m,Stock Movement
$MDWD (+1.2% pre) MediWound (MDWD) Reports Positive Initial Data from Phase I/II Study of MW005 - SI   https://t.co/ncpoFtrkEY,Stock Movement
$LPCN (+9.0% pre) Lipocine (LPCN) Announces FDA Clearance of LPCN 2101 IND for Adult Epilepsy Treatment - SI   https://t.co/UVFMQkiyX5,Stock Movement
$IONS (+3.2% pre) Ionis Pharmaceuticals (IONS) partner licenses rare kidney disease treatment and will advance into Phase 3 clinical study - SI   https://t.co/Hj844QL7Nq,Stock Movement
$AQST (+5.3% pre) Aquestive Therapeutics Reports Positive Results from Final Two Arms of EPIPHAST Trial Supporting Performance and Real-World Functionality of AQST-109 Epinephrine Oral Film - SI   https://t.co/zRUAI20TVZ,Stock Movement
$AEMD (+6.8% pre) Aethlon Medical (AEMD) Announces FDA Approval of Hemopurifier COVID-19 Study Protocol Amendment - SI   https://t.co/Ys61EMmESN,Stock Movement
$DWAC (+13.6% pre) Digital World stock surges after Elon Musk terminates Twitter purchase - MW   https://t.co/1ZKHKIfgho,Stock Movement
"How fast things change, from uptrends to downtrends; $XLE -26.28% from its 52-week high. $XOP -32.49% from 52wh. $XES -36.32% from its 52wh.",Stock Movement
"$QQQ 12.7% away from the pre-covid top.  Back to NOV 2020 levels, -34% off highs.  https://t.co/HmEIJPHSx2",Stock Movement
% off 52-week high.  $ARKK -69.73% $ARKG -68.60% $MSOS -67.60% $GBTC -66.07% $XBI -52.63% $FFTY -40.46% $IWO -35.70% $URA -30.54% $COMPQ -30.05% $SMH -29.80% $QQQ -29.33% $MTUM -27.43% $IWM -26.95% $PDP -26.92% $SPY -18.79% $DIA -14.92%,Stock Movement
$FAZE $FAZEW - FaZe Clan Falls 25% As SPAC Reaches The Market.  https://t.co/VGh1OlweY8 #investing #markets #stocks,Stock Movement
$CTVA - Corteva: Shares Fall Back To Support Within The Agriculture Space.  https://t.co/cjgswXZ0Cw #economy #markets #investing,Stock Movement
$IBM - IBM Falls As Guidance Cut.  https://t.co/XcvQq7OHY0 #investing #trading #economy,Stock Movement
"$BMO - Bank of Montreal Pulls Back To Support, Attractive Valuation.  https://t.co/TSwnxFN5fd #stockmarket #stocks #finance",Stock Movement
BlackRock Down! Q2 Banking And Financial Stocks Miss Earnings.  https://t.co/6psed4wtBY #investing #markets #business,Stock Movement
$BA - Boeing Surges On Bullish 737 MAX Delivery Figures.  https://t.co/YIkGzbirdL #investing #stocks #stockmarket,Stock Movement
$NIU - Investors Go Bearish As Niu Technologies Reports First-Ever Sales Decline.  https://t.co/1eFU7grRNr #stockmarket #investing #economy,Stock Movement
$CLVS - Clovis Oncology: Shares Pop And Drop Around FDA News (Technical Analysis).  https://t.co/m96BdB39Gj #stockmarket #investing #finance,Stock Movement
Carnival is leading its cruise peers lower on Wall Street after pricing one of the year’s largest equity sales at a steeper discount than usual  https://t.co/qWk2jhC7vf,Stock Movement
"Tesla, MicroStrategy and Block lose about $5 billion from the drop in Bitcoin  https://t.co/K9gflvWZHo",Stock Movement
Shares in Frasers jump after the owner of Sports Direct and House of Fraser reports bumper profits  https://t.co/5v5NNo9i3C,Stock Movement
Valneva falls as much as 15% after the EU slashed its order of the French company’s Covid-19 vaccine  https://t.co/396IX3ul3g,Stock Movement
"Bitcoin fell for the first time in three sessions, erasing an earlier gain after Tesla disclosed that it sold about 75% of holdings of the cryptocurrency during the second quarter  https://t.co/1doyGXwheB",Stock Movement
"Elevance Health shares plummeted the most in about 18 months as its medical costs failed to decrease in line with rival UnitedHealth Group, which reported sunnier results last week  https://t.co/KwQJ1LdcsJ",Stock Movement
"Bitcoin is gaining for the third straight day amid a broader rally in risk assets, with the digital currency briefly rising above $24,000 for the first time in more than a month  https://t.co/KIbS892nBf",Stock Movement
"Bubs Australia shares surge up to 9.4% after record sales, as it delivers infant formula to help plug a US shortage  https://t.co/Sk0OzT50yQ",Stock Movement
"Netflix jumps 9% after ""better-than-expected"" subscriber growth  https://t.co/67hxe4sbe4  https://t.co/ONXKuTNgaE",Stock Movement
Made shares plunge after the UK online furniture retailer lowered guidance for the second time this year  https://t.co/a7UNWzmfPc,Stock Movement
"Bitcoin rallies amid a broad risk-on mood in global markets, trading above $22,000 for the first time since June 8  https://t.co/9ZzwaokTqQ",Stock Movement
Shares of Chinese developers jump by the most in nearly a month following a report that the nation urged banks to support the sector amid a growing mortgage boycott  https://t.co/wN6sAmntrW,Stock Movement
Shares of Fevertree slump 32% after warning that profit margins will be squeezed by shortages of glass  https://t.co/fYMzrh8xNa,Stock Movement
Adani Ports &amp; Special Economic Zone’s shares rise after a joint venture led by the Indian port operator won an Israel government’s tender to buy the Haifa Port for $1.2 billion  https://t.co/RnVhtMyJAK,Stock Movement
This cryptocurrency jumped more than 20% after Disney picked it for an accelerator program  https://t.co/mNb7MuNR3i,Stock Movement
Shares of Japanese utility companies climbed after Prime Minister Fumio Kishida called for nuclear reactors to be brought online to help avert a power crunch  https://t.co/egGnMW5RlM,Stock Movement
"JUST IN: Alibaba shares slide as much as 5.7%, bringing this week's slump to over 15%, after it reportedly faced a data-theft inquiry  https://t.co/XS7cUVX2rV  https://t.co/c5TatY2Zqr",Stock Movement
Pinterest shares jumped more than 20% in postmarket trading after WSJ reported activist investor Elliott Management has acquired a stake  https://t.co/zYmtd7ccRi,Stock Movement
Coinbase Global is falling out of the coveted list of the world’s top 10 digital-asset exchanges by volume as the markets battle crypto winter  https://t.co/2U7qUA5DC6,Stock Movement
"Shares of Manila-listed Emperador, the world’s largest maker of brandy, started trading in Singapore after a listing which did not raise new funds  https://t.co/950JRQhoJ8",Stock Movement
"Shares of Tianqi Lithi fell as much as 15% in gray-market trading in Hong Kong, following the largest share sale in the Asian financial hub this year  https://t.co/ZhhGIMRxOj",Stock Movement
"Canoo shares surged as much as 82% in early trading after the struggling electric-vehicle startup won an order for 4,500 vans from Walmart  https://t.co/FulJfIHs3D",Stock Movement
"Swedish cloud-based platform provider Sinch shares plunge for second day, erasing $1.3 billion of market value  https://t.co/L0IJixKGzs",Stock Movement
"Chinese electric-car giant BYD slumps as much as 11% after a stake matching the size of Berkshire Hathaway Inc.’s appeared in Hong Kong’s stock-market clearing system, fueling speculation that Warren Buffett’s firm may be adjusting its holdings  https://t.co/BpW87QhKnZ",Stock Movement
"Bitcoin fell back below $20,000 on Tuesday after enjoying its strongest week in more than three months last week  https://t.co/TAvjRFerlw",Stock Movement
"Tesla, MicroStrategy and Block lose about $5 billion from the drop in Bitcoin  https://t.co/wMcFBDG2PM",Stock Movement
"Bubs Australia shares surge up to 9.4% after record sales, as it delivers infant formula to help plug a US shortage  https://t.co/jate5Wkfc2",Stock Movement
#5things: Netflix surges after losing fewer subscribers than feared. Twitter scores early legal win against Musk. Asia stocks set to follow US rally.  Here's what you need to know ⬇️  https://t.co/FSTOjRjI1U,Stock Movement
"Bitcoin rallies amid a broad risk-on mood in global markets, trading above $22,000 for the first time since June 8  https://t.co/HGs1nAFx7G",Stock Movement
Shares of Chinese developers jump by the most in nearly a month following a report that the nation urged banks to support the sector amid a growing mortgage boycott  https://t.co/gaGzNP2kuu,Stock Movement
Adani Ports &amp; Special Economic Zone’s shares rise after a joint venture led by the Indian port operator won an Israel government’s tender to buy the Haifa Port for $1.2 billion  https://t.co/YJPh8YzJL5,Stock Movement
Pinterest shares jumped more than 20% in postmarket trading after WSJ reported activist investor Elliott Management has acquired a stake  https://t.co/JaxqXJJjwf,Stock Movement
"JUST IN: Alibaba shares slide as much as 5.7%, bringing this week's slump to over 15%, after it reportedly faced a data-theft inquiry  https://t.co/PbpXJOnEVp  https://t.co/95o6qJ7Fg7",Stock Movement
"JUST IN: Hong Kong's biggest listing this year, Tianqi Lithium, struggles as the stock falls as much as 11% in its debut  https://t.co/C2GZSeUorn  https://t.co/TyhP4r62oC",Stock Movement
EDF shares jump after a report that the government will pay more than 8 billion euros to nationalize the company  https://t.co/LRDDEeuFUR,Stock Movement
Shares in UK utilities climb after the government says it won’t extend a windfall tax to power generators  https://t.co/bQDskWhtgD,Stock Movement
Calpers records first loss since 2009 in ‘tumultuous’ markets  https://t.co/9exTLyznDF,Stock Movement
Wefox gains $4.5bn valuation in face of insurtech sell-off  https://t.co/YoddjGvf2H,Stock Movement
$SDIG hit $2.88 high in pre market. Another winner!  https://t.co/g992PWFH7u,Stock Movement
"Tesla reported a rise in quarterly profit, as a string of price increases on its best-selling vehicles helped offset production challenges, but missed Wall Street estimates for quarterly revenue. Shares rose 4% in extended trading  https://t.co/Kz0wqH1QVf $TSLA  https://t.co/4gKlYEBxCx",Stock Movement
"WATCH: Shares of Hasbro jumped after the toymaker beat market estimates for quarterly profit, riding strong demand for its ‘Magic: The Gathering’ trading-card game  https://t.co/1ohA06uivs  https://t.co/tspxXHAxSV",Stock Movement
"WATCH: Fashion retailer H&amp;M joined TJX and others in exiting Russia, it's sixth biggest market, sending its shares down 1%  https://t.co/z3WAPxJjyM  https://t.co/4gaLyDQVvP",Stock Movement
WATCH: British luxury carmaker Aston Martin’s shares jumped 20% after Saudi Arabia's Public Investment Fund became its second-largest shareholder with an almost 17% stake  https://t.co/kTuAQkOctZ  https://t.co/WcpkpVtTnN,Stock Movement
"Alibaba Group’s shares fell the most in a month on Friday after reports of the company’s cloud division being summoned by Shanghai authorities in connection with a theft of police data, emerged  https://t.co/0CynqmOgDt  https://t.co/aGjmpS4kYI",Stock Movement
"WATCH: As Uniqlo stock posted a record quarterly profit of about $587 million for three months, Fast Retailing shares surged to the highest level this year in Tokyo trading  https://t.co/VI1UEY6USE  https://t.co/vkSXH8qP81",Stock Movement
WATCH: Alibaba shares plunged Friday on reports it faces a new probe in China in connection with a theft of police data  https://t.co/0Cynqn5Rv1  https://t.co/gc6RgjaYyp,Stock Movement
"WATCH: Clothing brand Uniqlo stocks rose as much as 8.5%, the biggest one-day gain since April 15, and headed for the highest close since November 2021  https://t.co/VI1UEXPju4  https://t.co/S1uDIUGRbe",Stock Movement
Citigroup shares surge after profit beats expectations  https://t.co/vuMCIwtlFU  https://t.co/LM7Mp2d1DM,Stock Movement
WATCH: Aston Martin shares jumped 20% after the British luxury carmaker announced a capital raise that will see Saudi Arabia's Public Investment Fund become its second-largest shareholder with an almost 17% stake  https://t.co/kTuAQl5NSz  https://t.co/U39rl0iy9u,Stock Movement
WATCH: Fast Retailing shares surged to the highest level this year in Tokyo trading after the owner of clothing brand Uniqlo posted a record quarterly profit and raised full-year forecasts  https://t.co/VI1UEY6USE  https://t.co/lIGeKjBTB1,Stock Movement
WATCH: Shares of JPMorgan Chase and Morgan Stanley fell on Thursday as the Dow and S&amp;P 500 pared early losses to close modestly lower  https://t.co/1cszVnoWbD  https://t.co/7EUrz3Ldfu,Stock Movement
Saipem shares fall below issue price as banks prepare for stake sale  https://t.co/TJZleabfhF  https://t.co/UNcSi89NuO,Stock Movement
WATCH: Alibaba’s shares plunged after the Wall Street Journal reported that the company’s cloud division has been summoned by Chinese authorities in connection with theft of police data  https://t.co/0CynqmOgDt  https://t.co/V1m8xI9KDS,Stock Movement
"Tonic maker Fevertree cuts profit forecast, shares plunge 30%  https://t.co/sXlQmBCEQk  https://t.co/LIXhqL6bZc",Stock Movement
Saipem shares fall below cash call issue price as banks prepare for stake sale  https://t.co/8CgmFBTLYV  https://t.co/CNZC7LQ9dE,Stock Movement
Chinese electric car company BYD slides on speculation Buffett is reducing stake  https://t.co/wf1HBe1ybB  https://t.co/PQHtNEktXD,Stock Movement
BYD slumps on chatter Buffett's Berkshire may have cut stake  https://t.co/Hf5xtUs5pT  https://t.co/MW5heIf5dG,Stock Movement
"WATCH: Wizz Air expects to have to cut flights this summer due to labor shortages and strikes at European airports, the budget airline said, sending its shares down around 5%  https://t.co/1lHsT6XKFz  https://t.co/yg1221fAzV",Stock Movement
Klarna's valuation slumps to $6.7 billion with $800 million raise  https://t.co/lrNWSfKGgF  https://t.co/G0tE1Sv2n9,Stock Movement
WATCH: Shares in gaming firms tumbled after Macau shut all its casinos for the first time in more than two years in a bid to contain the worst coronavirus outbreak yet in the world's biggest gambling hub  https://t.co/6Q2enaIebF  https://t.co/5zdZNZrvNp,Stock Movement
"India's TCS hits three-week low on Q1 profit miss, demand worries  https://t.co/Y7ECYaajqf  https://t.co/iKPefnxMnf",Stock Movement
China Evergrande Group’s onshore bond holders rejected a plan by the distressed developer to further extend a bond payment which was due on Friday.   Rebecca Choong Wilkins reports on Bloomberg Television  https://t.co/qxna33GhBG  https://t.co/Df2XwGS8CX,Treasuries | Corporate Debt
U.S. Treasury yields nudge higher as traders assess growth outlook  https://t.co/sgFeAI447b,Treasuries | Corporate Debt
Treasury yields dip slightly as risk sentiment remains volatile  https://t.co/pgJqEWag7d,Treasuries | Corporate Debt
"China’s portfolio of government debt in May dropped to $980.8 billion, according to Treasury Department data released Monday.  https://t.co/Ynxxd2NOLb",Treasuries | Corporate Debt
"Treasury yields nudge higher, 2-year/10-year curve remains inverted  https://t.co/GClaIHjeRB",Treasuries | Corporate Debt
China holdings of U.S. debt fall below $1 trillion for the first time since 2010  https://t.co/Ef1ZjWrwAQ,Treasuries | Corporate Debt
The demand for Series I bonds has skyrocketed as investors seek refuge from soaring prices and stock market volatility. Here are 3 key things to know.  https://t.co/G7H9lsdB9d,Treasuries | Corporate Debt
"Bond yields slip, key yield curve inversion narrows as investors consider the Fed's next move  https://t.co/8bOP5s6wcW",Treasuries | Corporate Debt
Bond yields rise as yield curve inversion sends worrying signals  https://t.co/I1ipmdIp0z,Treasuries | Corporate Debt
Investors interested in buying corporate bonds may find it best to follow this strategy  https://t.co/nswquDXu0n,Treasuries | Corporate Debt
Yield curve inversion between 10-year and 2-year rates reaches biggest point since 2000  https://t.co/AXyQhvjCYh,Treasuries | Corporate Debt
U.S. Treasury yields tick higher as traders prepare for key inflation figures  https://t.co/npxVcTrl4Y,Treasuries | Corporate Debt
The demand for Series I bonds has skyrocketed as investors seek refuge from soaring prices and stock market volatility. Here are 3 key things to know.  https://t.co/CH7p4t0XPu,Treasuries | Corporate Debt
Treasury yields dip as markets prepare for release of key inflation data  https://t.co/RzylmTB0O9,Treasuries | Corporate Debt
The demand for Series I bonds has skyrocketed as investors seek refuge from soaring prices and stock market volatility. Here are 3 key things to know.  https://t.co/hUzj2Ptnca,Treasuries | Corporate Debt
Treasury yields ease lower ahead of inflation data later this week  https://t.co/3QlDRdnTpb,Treasuries | Corporate Debt
"Tues: $AMZN AWS summit, 10yr note auction 7/12-13: $AMZN Prime days Wed: CPI, Oil inv, Beige Book Th: PPI, $JPM $MS Fri: China GDP, US Retail Sales, Consumer Confidence, $GOOG split, $C 7/18: $BAC $GS 7/19: $NFLX 7/20: $TSLA eps",Treasuries | Corporate Debt
$TNX  (10 yr note yield chart) Hard bounce off 1 month channel bottom.  https://t.co/eyu7caxQta,Treasuries | Corporate Debt
$TNX 10yr note yield down nicely from the peak.,Treasuries | Corporate Debt
$BONDX: Overnight Treasury Market Summary  https://t.co/ETYlZrgFZK,Treasuries | Corporate Debt
$BONDX: Treasury Market Summary  https://t.co/FK0NbCLYQo,Treasuries | Corporate Debt
$BONDX: New Supply  https://t.co/mVikccNL0e,Treasuries | Corporate Debt
$BONDX: Overnight Treasury Market Summary  https://t.co/SFv6hRrW1m,Treasuries | Corporate Debt
$AMC: AMC Entertainment repurchases $72.5 mln of its second lien debt at a 31% discount  https://t.co/FJFHUNy4NR,Treasuries | Corporate Debt
$BONDX: Treasury Market Summary  https://t.co/YTIMkCcqGS,Treasuries | Corporate Debt
$GEO: Geo Group commences proposed transactions to address its debt maturities and strengthen its capital structure  https://t.co/zHcoQUHilh,Treasuries | Corporate Debt
$BONDX: Overnight Treasury Market Summary  https://t.co/VNtUhr1oqk,Treasuries | Corporate Debt
$FNV: Franco-Nevada announces $352.5 million financing package with G mining ventures on the Tocantinzinho Gold...  https://t.co/2Kq1wcV24D,Treasuries | Corporate Debt
$CPSS: Consumer Portfolio Serv renews and doubles credit facility  https://t.co/xrRFWkMCXT,Treasuries | Corporate Debt
$BONDX: Treasury Market Summary  https://t.co/rQJSJvC7eV,Treasuries | Corporate Debt
$BONDX: Overnight Treasury Market Summary  https://t.co/jgFi7v2j3C,Treasuries | Corporate Debt
$BONDX: Treasury Market Summary  https://t.co/qdWh47GFTh,Treasuries | Corporate Debt
$BONDX: Overnight Treasury Market Summary  https://t.co/30I3b0sEwW,Treasuries | Corporate Debt
$BONDX: Treasury Market Summary  https://t.co/HUYkmsJl6r,Treasuries | Corporate Debt
